"event_occurred","HR_mean","HR_median","HR_sd","RR_mean","RR_median","RR_sd","SBP_mean","SBP_median","SBP_sd","SaO2_mean","SaO2_median","SaO2_sd","BT_mean","BT_median","BT_sd","Gender_mean","Gender_median","Gender_sd","TS_mean","TS_median","TS_sd","Age_mean","Age_median","Age_sd","Hgb_mean","Hgb_median","Hgb_sd","platelet_mean","platelet_median","platelet_sd","WBC Count_mean","WBC Count_median","WBC Count_sd","ALT_mean","ALT_median","ALT_sd","AST_mean","AST_median","AST_sd","Albumin_mean","Albumin_median","Albumin_sd","Alkaline phosphatase_mean","Alkaline phosphatase_median","Alkaline phosphatase_sd","BUN_mean","BUN_median","BUN_sd","CRP_mean","CRP_median","CRP_sd","Chloride_mean","Chloride_median","Chloride_sd","Creatinin_mean","Creatinin_median","Creatinin_sd","Glucose_mean","Glucose_median","Glucose_sd"
0,-0.0280035046393361,-0.0980681226603217,0.988637755522736,-0.0289447304494348,-0.04797845863337,0.985942273619684,-0.00451718023005378,-0.0181234126231658,0.994624165514427,0.0256100306051304,0.287376680038451,0.986130854019143,-0.00163027833934174,-0.344257941481161,0.991150677052024,-0.00235115953912149,0.971991858056895,1.00006465510794,0.0094430412015667,-0.394399357138478,1.00135528101473,0.0108702487433306,0.0700416008277168,0.995517774802559,-0.00553270547007287,-0.116358111898649,1.00292819369564,-0.00453294371192428,-0.0674015024346531,0.990014840746135,0.0278432444662286,-0.911283752736968,1.00220064981289,0,0,0,0,0,0,0.99998677204934,0.99998677204934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99998677204934,-0.99998677204934,0,0,0,0
1,0.569009733861661,0.501515691938204,1.05831639307219,0.588134720344804,0.527248674822071,1.09772810856943,0.0917856373197442,-0.0181234126231658,1.09987066694805,-0.520376177428342,-0.492446797385249,1.12973379442749,0.0331260053320679,-0.0721990093433013,1.16517644684048,0.0477737583510409,0.971991858056895,0.99776718115848,-0.191875353822698,-0.599914172863491,0.952245273756719,-0.220875116315423,0.0700416008277168,1.06357355855711,0.112420331226644,-0.116358111898649,0.931697947552453,0.0921059391798,-0.0674015024346531,1.18136810189761,-0.565753370073518,-0.911283752736968,0.758266480557257,0,0,0,0,0,0,0.99998677204934,0.99998677204934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99998677204934,-0.99998677204934,0,0,0,0
